proposal_id,sentence_id,text,label
5834,1,"Ahora esta a 70kmh muy pocos coches lo respetan , la verdad es que un poco logico es, ir a 70 es ir casi parados, yo veo que no es que no me importe la seguridad , pero a 70 es demasiado",0
5865,1,Mi propuesta es referente a la mejora del contenido de la aplicacion 'Avisos Madrid'.,0
5865,2,La aplicacion me parece una buena idea pero creo que deberia optimizarse la informacion que contiene.,1
5873,1,"Como en casi todas las grandes ciudades del mundo, en Madrid debe haber barcos.",0
5873,2,"Es muy bonito, y es perfectamente posible porque ya hay canoas a la altura del Matadero, y en el lago del Retiro.",1
5873,3,.,0
5901,1,Es necesario un comedor social para la gente sin recursos o escasos recursos economicos que de comidas y cenas a gente de estos barrios ya que solo hay en el centro.,1
5918,1,"si ponemos en la balanza cuantos son de una religion u otra senora carmena gana la cristiana, pero dejando esto a un lado es por tradicion, que muchos espanoles estamos acostumbrados a ver asi la Navi",1
5920,1,"Recogida de los contenedores amarillos con mas asiduidad ya que si el ciudadano quiere colaborar reciclando, no deberia ni amontonar las bolsas de envases encima de los contenedores llenos o recorrer varias manzanas para encontrar un contenedor que pueda albergar su bolsa.",0
5949,1,La zona centro necesita aceras mas anchas pues cada vez esta mas congestionada de gente.,1
5949,2,"En la calle Duque de Alba, del 1 hasta el15 la acera medira un metro de ancho y esta siempre atascada.",0
5986,1,Se podrian limpiar las cacas de los animales.,0
5986,2,En Canillejas no puedes dejar de mirar el suelo porque sino pisas una caca.,1
6003,1,"Muchas personas estan elaborando productos artesanos en sus domicilios, pero no los pueden vender porque los mercadillos son caros.",1
6024,1,Actualmente en los parques infantiles no hay fuentes y estan mal equipados.,0
6024,2,Considero necesario que haya fuentes para poder beber en los parques ya que se pasan muchas horas en ellos.,1
6061,1,Estamos artos del pestazo porque ni respetan nada.,1
6061,2,"Lo mismo lo hacen entre dos coches q en los portales, contra los cierres de los comercios... En cualquier sitio.",0
6061,3,Ya esta bien.,0
6061,4,Multa y gorda!,0
6063,1,"La mayoria de parques y zonas publicas cuentan con columpios y zonas infantiles mejor o peor equipadas para ninos de 3-6 anos o mas, pero la cosa cambia cuando buscas un parque de 0-3 anos",0
6071,1,"Cada dia de camino al trabajo ves a esa persona durmiendo, comiendo y pidiendo en la acera.",0
6071,2,"No sabes su nombre, si alguien le busca, y porque ha acabado alli.",1
6073,1,En el triangulo que forman las calles Av.,0
6073,2,"Alcalde Conde de Mayalde, Pintor Lucio Munoz y Principe Carlos, del barrio de Sanchinarro, junto al edificio del B.O.E., hay una zona verde que ha dejado de serlo debido a que se ha convertido en APARCAMIENTO ILEGAL.",1
6097,1,"Ampliar el estacionamiento regulado a la colonia Virgen del Cortijo, debido a la construccion en el mismo de un hospital y numerosos edificios de oficinas.",1
6097,2,Es imposible aparcar para los vecinos.,0
6098,1,"Asi como las piscinas son gratuitas, porque cobran a los discapacitados la entrada a salas de musculacion.",1
6098,2,"Tanto una persona ciega o sorda pueden levantar pesas, o utilizar las bicicletas o cintas.",0
6109,1,Construccion piscina municipal cubierta en el distrito de Adelfas/Pacifico ya que la que existe en el Polideportivo de la Maestranza esta siempre saturada,1
6131,1,"Los estudiantes y trabajadores de centros docentes, en muchas ocasiones, se ven forzados a aparcar su vehiculo lejos del centro, ya que el pago del parquimetro cada dia es inviable.",1
6132,1,A la pregunta 'Que paso con las fuentes ciberneticas de Madrid?',0
6132,2,"Google nos contesta que las elimino Ruiz Gallardon, pero no sabemos por que.",1
6132,3,Muchos madrilenos acudiamos todos los veranos.,0
6133,1,"En vez de quitar parcialmente la linea de autobus 129 porque no la modifican y la ponen que comunique todo el barrio de Hortaleza y llegue hasta la Plaza Castilla, pasando por La Paz.",1
6148,1,En Chamberi pero no hay ninguna instalacion de libre acceso para los adolescentes que quieran reunirse a jugar.,0
6148,2,Propongo la instalacion de cestos de baloncesto en plazas y parques.,0
6165,1,"Todos los vecinos de Villa de Vallecas, asi como Santa Eugenia no podemos acceder al Hospital Infanta Leonor .",0
6165,2,Tenemos que dar un largo rodeo ya que no se habilita un paso en el barrio.,1
6186,1,"El diseno, funcionalidad e imagen urbana ha resultado perjudicada por la sustitucion las marquesinas, recien efectuada, de la que nos asombrabamos.",0
6186,2,Sin coste porque se podrian aplicar las sanciones.,1
6198,1,Hay muchas zonas que le han quitado espacio a la casa de campo .,0
6198,2,Alguna se ha incorporado recientemente como la zona de la Huerta de la Partida pero hay otras que se podrian llevar a otro lugar.,1
6211,1,La Avda.,0
6211,2,Fco.,0
6211,3,"Javier Saenz de Oiza en Valdebebas, que comunica este barrio con Sanchinarro esta cerrada, segun el Ayuntamiento, porque las farolas no tienen luz por el robo del cable.",1
6222,1,Creacion de un polideportivo municipal como ya existen en otros barrios.,0
6222,2,"Existen varios proyectos desde hace mas de 10 anos, pero no se acepta ponerlo en marcha.",1
6264,1,"El parking de El Capricho y el carril bici que une Alameda de Osuna y Av de Logrono carecen de iluminacion, por lo que en determinados horarios la zona es peligrosa ya que no se ve nada de nada",1
6274,1,"La entrada y salida de los ninos en los colegios es una pesadilla para todos ya que los padres dejan los coches en vados, accesos para minusvalidos, entradas de garajes, doble e incluso triple fila.",1
6280,1,"Se deberian desarrollar medidas que ayudasen a fomentar el trabajo desde casa tanto en la empresa privada como publica, pues asi se reducirian la contaminacion, los atascos y el gasto energetico.",1
6309,1,Que la linea 125 pase por la Av.,0
6309,2,Manoteras (Virgen del Cortijo) al ir al H. Ramon y Cajal.,0
6309,3,"A la vuelta que pase por la calle de Ona, el desvio es pequeno pero puede dar un gran servicio al barrio.",1
6336,1,Llevamos anos limpiando los vecinos porque no limpian las calles que desembocan en el Mercado de Usera en condiciones .,1
6336,2,Vemos al barrendero que hace lo que puede pero faltan operarios.,1
6341,1,"BICIS SI, pero NO a cambio de que los peatones no puedan andar tranquilamente.",0
6341,2,Si unimos todas las ptopuestas sobre este tema seguro que se haria una ley.,0
6341,3,Las bicis tienen que tener su espacio.,0
6344,1,"Cuando se activa el protocolo de contaminacion, hasta ahora unicamente se refuerza los servicios de metro y autobus, pero que pasa con los que usamos el cercanias porque no tenemos mas opciones?",1
6368,1,Un familiar recibio una carta de la Comunidad de Madrid reduciendole el n de horas de ayuda a domicilio; el Ayuntamiento en cambio se las reconoce; pero la aportacion la hace la Comunidad de Madrid.,0
6378,1,Posibilidad de poder desaparcar en zona ORA recuperando el importe no consumido.,0
6378,2,"De esta forma, si tu gestion dura menos de lo previsto no tendrias porque pagar todo el tiempo",0
6382,1,"La propuesta consiste en bajar un poco la calefaccion del metro a las 08:00 de la manana, ya que el cambio de temperatura entre metro y la calle es muy alto",1
6407,1,"Propongo habilitar el acceso norte del parque Felipe VI, pues es una zona estupenda para pasear y practicar ciclismo.",1
6411,1,Propongo que dejen de dar vueltas por el centro de Madrid esta cantidad de autobuses turisticos 'Madrid City Tour' ya que agravan el problema de contaminacion que sufrimos los habitantes de Madrid.,1
6413,1,"El escenario 2 del protocolo de contaminacion no funciona, aunque la prensa diga lo contrario.",1
6422,1,"Comprobacion de la autentica necesidad de plazas de discapacitados, ya que faltan sitios de aparcamiento y realmente muchos de ellos no son personas de movilidad reducida.",1
6427,1,Descubrir una ciudad caminando es una de las practicas mas excitantes; pero que ocurre cuando observas que tu ciudad carece del soporte basico para ello por encontrarse deterioradas sus aceras...,1
6453,1,"Seria beneficioso para la contaminacion ya que los vecinos que los tienen debajo tienen que aguantar ruidos, gases, olores a gasoil etc y seria mejorar su dia a dia, aparte de coches abandonados.",0
6490,1,Realizar un estudio de la necesidades por barrio.,0
6490,2,Pero aunque estemos en crecimiento negativo.,0
6490,3,No hay suficientes guarderias publicas.,0
6490,4,Teniendo que irnos a la privada.,0
6511,1,"Pido que por favor se pongan contenedores fijos de basura en la calle ponferrada del distrito del pilar, ya que los contenedores solo estan unas horas y la basura en el suelo",1
6515,1,"La cupula de la Estacion de Atocha Renfe (donde se espera a los autobuses) esta sucisima, con colillas por todas partes y basura ya que es un lugar concurridisimo y no hay ni una sola papelera.",1
6528,1,"Para mantener la ciudad limpia, pero permitir a los autonomos y particulars anunciarse en su barrio, es facil y barato establecer tablones de anuncios publicos repartidos por la ciudad.",1
6538,1,Cuando vas en el metro y quieres subir o bajar las escaleras mecanicas te topas con la gente porque no se quedan en un lado solo y entorpecen el paso a los que quieren subir o bajar mas rapido.,1
6545,1,"La experiencia de atentados terroristas no nos hace ser precavidos, pues en cada vehiculo abandonado puede haber en cada calle uno o varios riesgos de coche-bomba.",1
6545,2,Porque no se retiran estos coches.,0
6574,1,"Me han informado q existe recogida movil en carabanchel, pero las calles que me decian estan lejos del Pau.",1
6574,2,Si al menos un dia a la semana pasara una movil por la avd de la peseta estaria ok,0
6591,1,"Mi solicitud y propuesta es acabar por ley con la publicidad e informacion a traves de flyers, pues lo unico que se consigue es ensuciar y llenar de papeles nuestras calles.",1
6592,1,"Bicimad es un servicio que, aunque necesita mejoras, es una buena idea.",0
6592,2,Pero no tiene sentido que en la zona mas ciclable de madrid no haya puestos de bicis.,0
6595,1,Me parece imprescindible un bado en la calle camino de la Huerta porque bajan los coches a muchisima velocidad y esta a dos pasos del centro comercial y de un colegio .,1
6595,2,A parte el ruido que supone,0
6600,1,Saconia esta muy cerca de Plaza de Castilla pero no existe transporte publico entre ambas.,1
6600,2,Se tienen que coger varios autobuses o hacer varios transbordos de metro.,0
6606,1,Una cosa es utilizar vocablos prestados de otros paises porque no los hay en Espana y otra suplantar los existentes.,1
6630,1,Microbuses (electricos mejor) para personas de mas edad o con alguna discapacidad pues pueden sufrir caidas o contracturas cuando van en autobuses de la EMT.,1
6630,2,"Frenazos bruscos, falta asientos, espacio",0
6649,1,"En muchas ciudades del mundo, ensuciar la calle esta penalizado con fuertes multas.",0
6649,2,La calle es un bien comun que debe ser respetado por todos porque todos pagamos su mantenimiento.,1
6649,3,Por que aqui no?,0
6651,1,"El barrio del Ensanche de Vallecas alberga unas 20.000 viviendas pero no dispone de ninguna biblioteca publica, ni centro cultural, ni polideportivo ni piscina, faltan guarderias y colegios publicos.",1
6666,1,Considero que en algunas zonas de Madrid la iluminacion es insuficiente.,0
6666,2,"Se debe revisar la iluminacion de pasos de peatones, ya que supone un riesgo para todos.",1
6697,1,"El coche hibrido de gasolina es mas eficaz que el electrico puro porque no debe enchufarse a la red electrica (menos contaminante, mayor autonomia y mas baratos), ademas de ofrecer un consumo de gasolina similar a un diesel (mas contaminante).",1
6697,2,Es una solucion eficaz para la transicion a largo plazo hacia un modelo de movilidad de cero emisiones.,0
6697,3,Propuestas para incentivar la compra de hibridos gasolina: 1- Taxis: exencion de impuestos durante 5 anos a aquellos taxistas que den de alta un hibrido o sustituyan un diesel por un hibrido.,0
6697,4,2- Aparcamiento gratuito a los coches hibridos en el SER (actualmente pagan igual que un diesel de ultima generacion).,0
6697,5,3- Exencion de restricciones por contaminacion al trafico y velocidad para los hibridos (para incentivar su compra frente al diesel).,0
6697,6,4- Exencion de impuestos de circulacion a los hibridos.,0
6697,7,5- Renovar paulatinamente la flota de autobuses publicos y coches pertenecientes al ayuntamiento por hibridos en vez de electricos puros.,0
6697,8,6- Apoyar a su vez la compra de bicicletas electricas por parte del ayuntamiento (verdadera solucion para el desplazamiento a largo plazo en la urbe).,0
6708,1,"Se deberia solucionar este asunto porque el estado actual de muchas calles (principales y secundarias) es deplorable, suponiendo un peligro para peatones, ciclistas, motoristas y automovilistas.",1
6729,1,"Hola, estoy viendo muchas propuestas al respecto de la limpieza y responsabilidad de los duenos de los perros en nuestra ciudad, con algunas estoy de acuerdo, pero no todos los amantes de...",0
6745,1,En la zona de Chueca es imposible aparcar nuestros coches debido a la gran afluencia de todo tipo de vehiculos.,1
6745,2,Ademas de la contaminacion los residentes tardamos una media de una hora en aparcar.,0
6747,1,"Este barrio esta carente de servicios publicos, es necesaria la creacion de bibiotecas publicas , ya que se depende de un bibliobus, sin centros para estudio y consulta.",1
6752,1,"Me gustaria que se rescindiera el contrato con Vodafone en el Metro de Madrid y la estacion de Sol volviera a tener su nombre original, ya que es un lugar emblematico para los madrilenos y no debe mercantilizarse algo que es un simbolo de Madrid.",1
6752,2,Tambien deberia extenderse a la linea 2.,0
6752,3,"Considero que hay cosas que no puede ser objeto de negocio, deben estar fuera del mercado, y una de ellas es el trasporte publico.",0
6759,1,"Aparcar en la puerta de tu casa esta muy bien, pero tan dificil es aparcar en tu mismo barrio?",0
6759,2,aunque sea a 1 KM de distancia?,0
6759,3,pues a muchos vecinos del barrio de valdezarza-fcos rodriguez nos pasa!,0
6772,1,Estamos de acuerdo con el uso del transp.,0
6772,2,publico pero los autobuses de la emt son coches con mas de 10 anos muchos de ellos y con indice de contaminacion alto.,0
6772,3,Hay q cambiarlos por electricos,0
6776,1,Tenemos en Madrid un tesoro unico con un potencial enorme... pero nadie quiere ponerlo en valor.,0
6781,1,Hoy sabado como otros muchos dias la Gran Via era un estercolero.,0
6781,2,"Muchos papeles, latas, vasos y basura por las aceras.",0
6781,3,"Las papeleras rebosando residuos, ya que ni se barre ni se vacian las papeleras",1
6807,1,"no es dificil, hay que analizar a fondo la situacion actual y no tengo datos concretos porque no trabajo en el Ayuntamiento",1
6811,1,"Creo que se deberia relanzar la campana de Madrid Decide, porque mucha gente no la conoce!!",1
6826,1,"Entiendo que la competencia en materia de educacion es de la Comunidad, pero se podria intentar hacer algo por parte del Ayuntamiento para que no haya diferencias entre Colegios Concertados y Publicos",0
6847,1,"Creo que el ayuntamiento yo lo esta barajando , pero hay que llegar antes de que se caigan los edificios cuyos propietarias sin ayuda no lo pueden asumir .",1
6847,2,Salud,0
6848,1,"Porque a las dos de la madrugada he de estar parado en un semaforo como un robot, porque una luz me diga lo que tengo que hacer, no somos capaces en muchos casos de decidir si pasarlo con prudencia...",1
6866,1,"En la Division Azul se alistaron muchos falangistas, pero tambien republicanos para 'limpiar' su imagen.",1
6866,2,Combatieron en Rusia con valor y trataron correctamente a los civiles rusos.,0
6867,1,La zona de San Blas tiene el Ramon y Cajal como hospital de referencia.,0
6867,2,"Se tarda +de 1h.30m en llegar a el, en bus (70 y 135) x el trafico en hora punta.",0
6867,3,"Hay carril bici, pero no de bus, paradojico.",1
6869,1,"Conceder al general Miaja una de las calles que seran retiradas a los cargos franquistas, ya que dicho general defendio Madrid del golpe de Estado militar contra la Republica.",1
6870,1,El equipo de Gobierno prometio rebajarse el sueldo pero dice que no puede.,1
6870,2,La alternativa es que donen ese sueldo y con ese dinero se podria ayudar a los ciudadanos mas necesitados.,0
6870,3,Gracias.,0
6874,1,Mejorar y ensanchar los acceso sen bicicleta a El Monte del Pardo desde la Casa de Campo y El anillo Ciclista dado que actualmente estos accesos son dificiles y en algunos tramos incluso peligrosos.,0
6883,1,En otono con la caida de las hojas de los arboles muchas aceras se convierten en intransitables debido a que jardines privados con arboles ensucian de hojas las aceras con el consiguiente peligro.,1
6888,1,"Las calles reflejan la historia de un pais, pero si estamos cuestionando el cambio de calles del bando de los nacionales creo que es igual de justo que se cambien tambien las calles de los comunistas.",1
6902,1,"Creo que seria una forma de recaudar algo mas de dinero para las arcas publicas, y no tengo nada en contra de los perros, pero si del incivismo de algunos de sus duenos.",1
6903,1,"Ya es hora que el Ayuntamiento empiecen a aplicar sanciones a los que circulan por la aceras, ya que esta prohibido.",1
6903,2,Hasta que no ocurra una desgracia no se van a tomar medidas.,0
6906,1,"Tenemos un metro estupendo que ya quisieran muchos paises , pero carecemos de ascensores en todas las estaciones que nos permitan llegar a sitios como el aeropuerto .",0
6919,1,"Yo propongo que ya que se van a quitar los nombres a algunas calles de Madrid por ser franquistas no se pongan nombres del bando contrario, sino que se pongan nombres neutros.",1
6927,1,"Aparcamiento en Pavones, los vecinos no podemos aparcar, pues en la zona ademas de un supermercado LIDL existe un polideportivo un centro de especialidades metro intercambiado de autobuses etc etc",1
6956,1,"En la calle Agustin Calvo, paralelas y perpendiculares hace falta ensanchar las aceras porque apenas puede pasar una persona sin chocarse con una farola o bolardo.",1
6979,1,"Empezar ya las obras de la plaza Carlos Trias Beltran, ya que reavivara el comercio y evitara nuevos cierres de tiendas, restaurantes de la zona, que actualmente han destruido mas de 50 empleos.",1
7009,1,"Quitar la pancarta de la fachada de Cibeles (Welcome Refugees) ya que es una pantomima, Madrid no esta recibiendo refugiados.",1
7040,1,"El ejemplo de la cabalgata de reyes es perfecto para explicarlo, porque no reservar en todo el recorrido la primera fila a discapacitados?",1
7040,2,El ejemplo sirve para todo.,0
7040,3,Gracias,0
7046,1,"El Club de Campo esta situado en suelo municipal, pero se trata de un club privado al que la mayoria de los madrilenos no tenemos acceso.",1
7046,2,Propongo que se permita el acceso publico,0
7060,1,Creacion del parque de perros en el Felipe VI.,0
7060,2,Aparece anunciado pero no han empezado las obras.,1
7078,1,"Desde mi barrio, Saconia, se tiene acceso a la via verde y puede llegarse a madrid rio.",0
7078,2,Pero sin embargo aun no podemos alquilar bicicletas para ir a la vaguada o a francos rodriguez.,0
7078,3,Vendria bien.,0
7083,1,"Propongo, en la medida que sea posible y cuando sea posible, aumentar las horas del trasnporte publico en nuestra ciudad, pero sobre todo, los trenes, metros y autobuses de la periferia.",1
7091,1,"La exagerada cantidad de taxis que hay en la capital, y que estos se detienen en cualquier sitio en mitad de la carretera aunque tengan un sitio justo al lado donde no estorbar, dificulta la fluidez.",1
7104,1,Cobrar impuesto a cada cajero que de servicio en via publica.,0
7104,2,Quedan exentos aquellos que dispensen dinero sin comision ya que estos ofrecen un servicio publico,1
7124,1,"Propongo expandir el parque Enrique Tierno Galvan entre Mendez Alvaro y Parroco Eusebio Cuenca ya que ahora mismo ese espacio esta compartido por un parque infantil, escombros y chabolas",1
7126,1,"Se propone cambiar los actuales contenedores de basura por contenedores soterrados, ya que estos ultimos tienen una ventajas tanto higienicas como de seguridad muy superior a los primeros.",1
7130,1,"Esta calle esta directamente relacionada con la biografia del astronauta, ya que es del barrio y asistio a un colegio cercano a la misma.",1
7138,1,Aqui proponemos un plan para acabar con el maltrato animal ya que ellos nos aportan muchos valores.,1
7138,2,No es legitimo divertirse a costa del sufrimiento de un ser vivo.,0
7138,3,Vota para evitarlo.,0
7170,1,"Quiero que las personas fisicas se desgraven la vivienda sea cual sea el ano de su adquisicion, ya que todo ciudadano es igual.",1
7174,1,"Existia una barrera que impedia el paso de vehiculos, pero desde que se hicieron unas obras de gas natural, la barrera se inutilizo y ahora los camiones vagan a sus anchas, vertiendo los escombros ahi",0
7208,1,Soy un profesional liberal y siempre he tenido que estar luchado contra la precariedad debido a la falta de disponibilidad de un despacho que me permita ejercer mi profesion dignamente.,1
7224,1,"Solo podemos acceder pagando una tarifa reducida (1,50 ) hasta las 14:00 horas.",0
7224,2,"Considero que ese horario deberia ampliarse, ya que es por la manana cuando dedicamos todo el tiempo a buscar trabajo.",1
7230,1,"La educacion infantil, de 0 a 3 anos, de centros educativos publicos, deberia tener la misma tarifa que los centros de educacion primaria, y sin embargo viene con unas cuotas muy poco accesibles.",1
7240,1,"Si ni se pone una pequena multa, 1 euro, la gente deja la basura donde quiere y asi nunca estara Madrid limpio aunque empleen mucho dinero.",1
7240,2,Es cuestion de educacion.,0
7248,1,"El sistema de reciclaje de la ciudad no es limpio, genera olores, suciedad, aunque este vacio el tanque por los alrededores se quedan sobrantes y resta valor a la calidad de la limpieza de los barrend",1
7250,1,Se pueden producir accidentes en la calle porque las senales pueden ser confusas,1
7257,1,"a ver si poniendolo por aqui se lleva a cabo, porque son unas pistas centricas que reunen mucha gente y llevan mas de dos anos sin poner el aro que falta y si es posible el suelo que esta de verguenza",1
7258,1,El trazado que se propone no supone ninguna dificultad tecnica para su realizacion ya que la calle es lo suficientemente ancha como para que se puedan sacar un carril en cada sentido.,1
7260,1,Implantar un sistema de empleabilidad similar al de la comunidad de Madrid 'garantia juvenil' para mayores de 40 anos pues estamos igual o mas excluidos q los mas jovenes aunque aportemos experiencia,1
7283,1,"Encender las farolas de todos los parques que las dispongan ya hasta las 22:00 para poder practicar deportes , pasear ... Existen muchos parques ya tienen las farolas pero que no se encienden",0
7286,1,"Reversion de solares a antiguos propietarios por una expropiacion indebida, ya que los ensanches de las calles y pza, afectados no eran afectados por dicho ensanche...",1
7295,1,"Madrid no tiene grandes restos arqueologicos, pero los pocos que tiene estan degradados y ocultos.",1
7295,2,Por que no mostrar el rico pasado de nuestra ciudad al vecino y al visitante?,0
7297,1,Mi propuesta es que en la zona norte de madrid haya mas autobuses porque no es necesario esperar 45 o 60 min en una parada de autobus tando la ida desde madrid como la vuelta a madrid,1
7299,1,"Hasta hace nada esta enorme zona de aparcamiento fue zona blanca, pero la querida predecesora de nuestra Carmena lo cambio y ahora hay que pagar.",1
7299,2,Maldita!,0
7299,3,Queremos que vuelva a ser gratuito.,0
7308,1,Limitar su uso a una franja horaria fuera de horas punta ya que es peligroso y se forman caravanas innecesarias.,1
7321,1,El anterior ayuntamiento con la excusa de la crisis elimino las dobles farolas del Paseo Del Marques de Zafra.,0
7321,2,"Dicha luminosidad es necesaria porque cuando las acacias del paseo echan hojas, no se ve.",1
7332,1,"Se deberia contar con una tarjeta especial, para poder aparcar alli donde trabajamos, pues en cierta medida somos residentes.",1
7341,1,Veo talar arboles y arbustos pero no se replantan,1
7380,1,El autobus 119 comunica la zona de Laguna y el Barrio de Goya con Atocha dando mucho rodeo.,0
7380,2,Esta zona tiene cerca Madrid rio y Puerta de Toledo pero hay que atravesar un parque desierto.,1
7393,1,"Hablando con mi amiga Asun me decia porque no proponemos una auditoria a los gobiernos salientes, de forma que sea del color que sea, se pueda saber si nos van robado o no.",1
7435,1,Propongo instalar farolas en el camino que recorre el perimetro del Parque Felipe VI para asi poder ampliar el horario y que los ciudadanos puedan disfrutarlo aunque ya haya anochecido.,1
7442,1,"Quitar las barreras o como minimo abrir los tornos en Tres Olivos, no tienen ninguna utilidad ya que no hay cambio de zona tarifaria (es zona A), pero en cambio generan embotellamientos y problemas.",1
7490,1,"Carril bici por la calle Arturo Soria, que permita poder conectar Hortaleza y Ciudad Lineal o por lo menos una mejor comunicacion por metro, ya que tienes que dar mucha vuelta, si decides usar metro.",1
7525,1,"Esta bien que se de mas protagonismo a los barrios, pero creo que en eventos de este tipo quedarian mas vistosos en el centro tambien como reclamo turistico.",0
7567,1,Conozco a gente receptora de rentas minimas que lleva muchos anos asi o pocos pero no se llega a resolver las carencias que dan lugar a la situacion de necesidad,0
7579,1,"Poner alumbrado que se cargue de manera solar, sin coste electrico, para poder salir a correr, caminar o pasear a los perros por esta zona de la Dehesa de la Villa, ya que de noche se hace imposible.",1
7582,1,"Lo justo seria que en todas la ciudades espanolas hubiese una calle que honrara la memoria de uno de los espanoles mas grandes de todos los tiempos; pero como no es asi, por lo menos en Madrid.",0
7587,1,Ampliar conexiones de autobus con el Doce de Octubre para mejorar la movilidad.,0
7587,2,No todos los madrilenos estamos sanos para ir en bici...... aunque en esta zona del rio creo que no hay?,1
7606,1,"Los barrios nuevos de la M40 suelen contar con carriles bici, pero con mala conexion a metro o autobus, y con nula conexion entre ellos.",1
7606,2,"Bicimad, seria un buen sistema de conexion, usando carril bici",0
7633,1,"Todos los usuarios de Transporte Publico hemos viajado en un vagon, autobus o asiento, cerca de personas con recursos para un telefono inteligente pero no para los auriculares.",1
7633,2,Es incomodo y molesto.,0
7697,1,"Me he mudado a Madrid y no puedo utilizar mi coche ya que no puedo tener la tarjeta de residente S.E.R. porque el titular del coche, comprado hace 5 anos, es mi padre.",1
7697,2,Demasiado poco flexible,0
7700,1,Que vuelva la linea nocturna de transporte publico 'L'.,0
7700,2,Cubren mejor el servicio y es conocida por todos ya que sigue el mismo recorrido del metro,1
7722,1,Parecido a un Blablacar pero para la ciudad.,0
7722,2,La idea seria poner en contacto a personas cuyas rutas se solapan para que utilicen el mismo vehiculo.,0
7751,1,Se construyo y doto a Arganzuela de una instalacion deportiva de uso mayoritario pero una gran parte del solar ha quedado pendiente de construir.,0
7751,2,Cuando se terminara?,0
7786,1,"Destruyen los arboles, los nidos pesan muchisimo y son muy peligrosos en Casa de Campo y parques de Aluche y Carabanchel.",0
7786,2,"Han desaparecido los gorriones, pues los matan y hacen muchisimo ruido.",1
7790,1,"tenemos calles anchas, pero solo dos contenedores, para vidrio y para carton en las calles, y de los antiguos!!",0
7794,1,Se que no es el Ayuntamiento el responsable de esto pero puede ayudar a visibilizar.,0
7794,2,Propuesta: reduccion de edad de jubilacion a trabajadores con doble cotizacion o pluriempleo.,0
7801,1,Los buses son facilmente controlables porque repostan en las cocheras municipales.,1
7801,2,"Si se eliminaran todos los autobuses diesel, la contaminacion de la ciudad disminuiria notablemente.",0
7803,1,Estos camiones lo que hacen es desperdiciar aguar.,0
7803,2,"Si se necesita la limpieza, pero de las aceras no de las calles.",1
7803,3,El sucio real y que molesta a los cuidadanos esta en las aceras no en la calle.,0
7811,1,sancionar o avisar a particulares y empresas que empapelan las marquesinas y farolas de publicidad particular (vendo piso etc.) es antiestetico es facilisimo ya que todos ponen numero de telefono,1
7876,1,"Eliminar la parte de la calle Hermanos de Pablo que parte el polideportivo de la concepcion en dos, al trafico no creo que moleste pues existen rutas alternativas y no es utilizada por la EMT.",1
7886,1,Pido el cierre a cualquier acceso a la canada real porque estamos hartos de ver pasar a toxicomanos hasta el metro y lo peor que hay muchos parques llenos de jeringuillas y supone un peligro,1
7889,1,"La historia se tiene que ver, pero la actualidad es desarrollo y dar futuro al trabajo.",1
7889,2,"Autoctono,particular,anillo de espirales de futuro aceptando el enriquecimiento del aporte inmigracion en plan10",0
7899,1,"Actualmente no es posible para los pequenos empresarios que tienen vehiculo a nombre de la empresa aparcar en la calle ya que no se les concede la tarjeta Residente SER, tienen que alquilar una plaza.",1
7902,1,"Los pasos de peatones apenas se ven bien desde el vehiculo, y menos por la noche, porque muchas veces estan casi borrados.",1
7902,2,No se podrian pintar con pintura reflectante?,0
7934,1,En mi barrio la cantidad de papeles y publicidades ensucia mucho las calles.,0
7934,2,Es la principal fuente de basura.,0
7934,3,No solo porque la gente lo tire al suelo.,1
7934,4,El viento tambien arrastra las publicidades.,0
7948,1,"Muchas veces ponemos mas dinero en los parkimetros del que necesitamos, porque no sabemos con exactitud el tiempo que nos va a llevar lo que vayamos hacer, pido que se devuelva el excedente",1
7961,1,"Necesitamos un Plan dental que incluya curaciones, endodoncia ,etc. , ya que es parte de la salud de una persona",1
7968,1,Repartidores (trabajadores simples y llanos) de las zonas APR en general se encuentran ahora con que les han puesto multas todos los dias aunque entrasen en horario permitido,1
7978,1,"Deberian podar los arboles como antano, con hacha, pero bueno como no hay remedio, por favor intentar podar las ramas bajas y podar un poco mas arriba ya que algunas dan en la cabeza.",1
7978,2,Gracias,0
7986,1,"Existen barrios y zonas emblematicas en Madrid, como es el barrio de Malasana con su entranable y castiza Plaza del Dos de Mayo, pero esta presenta unas condiciones deplorables en su conjunto dotacional para los ciudadanos.",0
7986,2,"Toda ella es zona terriza,anadidamente cuando llueve se forman barrizales,lo cual hace que las areas de los bancos no pueden ser utilizadas por los ciudadanos.",0
7986,3,No es equiparable a ninguna plaza que tiene el centro de Madrid en cuanto a su abandono estructural.,0
7986,4,La zonas destinadas a areas infantiles son tambien terrizas sin estar recubiertas de suelos protectores para los ninos.,0
7986,5,"Concluyendo seria necesario una mejora de pavimentacion en zonas de bancos y mejora de la zona infantil, habida cuenta de su estado actual de deterioro y nula conservacion.",0
7990,1,"Se deberian reducir los parquimetros de madrid, ya que fueron puestos de forma recaudatoria y discriminatoria por el gobierno del PP (Sr. Gallardon).",1
8036,1,La utilizacion de estas tarjetas deberia ser mas controlado por la policia municipal ya que existe mucha picaresca y se hace uso no adecuado por parte de no beneficiados.,1
8043,1,"El atajo que suponen el doble tunel de los 7,8 km.",0
8043,2,cada uno en la Calle 30 usados por el dia pero apenas circulan coches por las noches.,1
